Wind,000905.SH,000905.SH,000905.SH,000905.SH,000905.SH
,中证500,中证500,中证500,中证500,中证500
日期,开盘价,最高价,最低价,收盘价,成交量
39713,2213.527,2276.659,2097.78,2182.792,4624438100
39714,2108.509,2110.064,2041.973,2042.197,2744620200
39715,2006.013,2088.549,1984.228,2088.549,2176641600
39716,2091.387,2158.146,2086.077,2138.065,3483687500
39717,2144.516,2156.962,2094.702,2136.001,2680439100
39727,2092.351,2096.35,2049.361,2054.042,2098255000
39728,1994.02,2070.715,1972.945,2046.191,1870602800
39729,2005.913,2033.218,1975.822,1995.61,1663567800
39730,2034.554,2042.795,1968.896,1969.815,1574933700
39731,1901.029,1901.029,1836.504,1837.404,1914746900
39734,1814.538,1872.947,1751.524,1872.947,1724762500
39735,1932.081,1941.103,1816.32,1816.32,2164438200
39736,1801.393,1823.7,1781.165,1806.791,1400405000
39737,1741.122,1756.358,1703.24,1704.565,1765187100
39738,1717.579,1736.225,1696.724,1726.4,1381088700
39741,1725.557,1787.897,1705.566,1786.564,1673895100
39742,1793.655,1824.379,1776.696,1782.664,2006458400
39743,1765.615,1792.598,1747.456,1748.84,1668201000
39744,1716.298,1766.59,1706.828,1766.59,1546669200
39745,1764.811,1777.686,1723.503,1741.181,1594093800
39748,1711.822,1711.822,1602.518,1604.758,1956559800
39749,1570.987,1650.785,1562.4,1642.055,2015777600
39750,1662.038,1665.734,1576.876,1576.931,1866442400
39751,1585.517,1613.396,1565.719,1590.226,1659295900
39752,1590.45,1599.157,1553.492,1562.022,1375404000
39755,1553.878,1563.687,1532.953,1539.795,1235494500
39756,1533.754,1535.738,1488.653,1513.495,1421215300
39757,1519.801,1573.521,1519.801,1563.369,2062891500
39758,1530.03,1542.757,1514.576,1536.598,1677552500
39759,1512.977,1569.259,1503.629,1561.221,1783922700
39762,1585.294,1677.382,1585.294,1676.277,3189206600
39763,1671.24,1702.175,1651.59,1662.848,3485224500
39764,1648.085,1704.226,1642.396,1704.226,2682596000
39765,1686.073,1802.611,1680.767,1784.497,4750786800
39766,1802.246,1867.485,1781.718,1867.485,5505034000
39769,1864.308,1959.072,1851.874,1959.072,5653591300
39770,1949.213,1971.659,1806.522,1816.285,6397610900
39771,1803.408,1949.462,1803.408,1944.327,5343701900
39772,1916.873,1990.302,1900.518,1948.681,5982260000
39773,1890.984,1973.279,1833.981,1921.04,5508317700
39776,1920.549,1938.473,1839.085,1842.344,3720208500
39777,1869.016,1886.458,1780.908,1827.642,2811945300
39778,1825.338,1857.713,1806.088,1834.774,2396311000
39779,1961.974,1965.65,1860.988,1861.518,4753992000
39780,1845.296,1868.33,1821.165,1841.45,3074142400
39783,1836.417,1919.475,1820.531,1919.475,3717694400
39784,1878.347,1973.103,1868.939,1957.322,5021672300
39785,1972.398,2039.927,1972.167,2039.927,5942907600
39786,2062.643,2110.667,2034.641,2037.723,7428473100
39787,2024.414,2098.656,2020.546,2098.656,5136629000
39790,2128.684,2190.532,2120.541,2190.532,6981108900
39791,2196.028,2196.028,2123.931,2134.58,6084504500
39792,2123.036,2199.783,2113.145,2195.743,5286667900
39793,2195.483,2203.295,2125.851,2127.183,5162982200
39794,2107.475,2118.59,2001.184,2031.992,4550982100
39797,2063.91,2082.775,2021.049,2073.029,3619602900
39798,2058.666,2110.57,2008.405,2110.244,3611541800
39799,2117.65,2164.59,2110.057,2136.309,4433061800
39800,2135.679,2176.461,2118.297,2175.357,4187199200
39801,2175.756,2216.89,2169.87,2194.994,4816794600
39804,2196.389,2212.997,2154.432,2193.475,4255993900
39805,2197.793,2197.793,2052.616,2054.535,4576610000
39806,2020.957,2043.154,1985.824,2010.104,3431408600
39807,2015.958,2035.835,1966.539,2003.488,2818966500
39808,2006.134,2018.14,1976.077,1983.757,2128847700
39811,1977.214,1991.565,1928.071,1984.755,2006006800
39812,1983.457,2004.641,1961.803,1971.466,2226918500
39813,1973.413,1983.125,1938.009,1939.433,1991663600
39818,1969.631,2020.243,1962.62,2020.243,2471822700
39819,2016.869,2093.601,2005.327,2091.892,3832597900
39820,2092.737,2120.206,2082.55,2104.922,4015590100
39821,2069.216,2087.155,2034.396,2052.3,3359260900
39822,2050.322,2107.766,2050.322,2107.766,3158556400
39825,2105.154,2162.346,2100.039,2137.841,3801176800
39826,2116.109,2125.46,2078.056,2081.672,3335596600
39827,2078.453,2160.064,2078.453,2160.064,3764292800
39828,2143.046,2208.345,2135.701,2181.061,5011255400
39829,2192.032,2228.9,2186.16,2195.634,5314701800
39832,2209.131,2221.239,2166.085,2192.807,4078084600
39833,2188.611,2214.839,2170.901,2214.839,3227392400
39834,2187.182,2236.438,2178.538,2217.626,3876439700
39835,2232.81,2260.502,2222.496,2256.367,4205226900
39836,2253.321,2265.421,2233.501,2238.082,3778117500
39846,2258.512,2306.769,2245.262,2306.769,4270051300
39847,2307.886,2369.654,2300.982,2369.654,6388214800
39848,2380.624,2423.923,2370.014,2423.887,6984697600
39849,2421.363,2436.685,2362.233,2384.764,7374411900
39850,2390.242,2496.592,2390.242,2493.74,7656355200
39853,2528.801,2580.746,2500.537,2579.228,9083410800
39854,2564.755,2653.213,2535.648,2653.213,8170515200
39855,2609.007,2723.455,2594.926,2658.05,9507355000
39856,2666.491,2707.922,2587.188,2707.922,8019710600
39857,2714.637,2808.482,2704.655,2805.01,9003952300
39860,2833.286,2854.562,2777.422,2854.444,9069168700
39861,2844.215,2844.215,2734.372,2738.58,8506908600
39862,2676.806,2736.593,2630.705,2632.908,6899598900
39863,2661.601,2696.778,2629.343,2687.489,5701030500
39864,2694.784,2776.955,2671.179,2776.955,6004358100
39867,2769.626,2878.495,2753.849,2871.792,7358042200
39868,2838.24,2884.014,2746.024,2754.24,8599346200
39869,2780.335,2803.508,2677.264,2771.098,6865757400
39870,2769.243,2800.205,2535.531,2571.276,6572775500
39871,2528.597,2542.547,2396.313,2416.949,5318000100
39874,2385.838,2485.025,2382.022,2478.808,3733312100
39875,2416.107,2526.853,2398.805,2499.826,4413214700
39876,2508.268,2654.398,2508.268,2651.405,6125446600
39877,2680.324,2710.024,2608.134,2671.575,7033177200
39878,2621.228,2676.362,2608.556,2653.469,5080774200
39881,2661.954,2692.748,2528.605,2536.01,5060505200
39882,2505.93,2601.5,2498.249,2601.417,3574068900
39883,2646.61,2655.216,2574.999,2587.371,4386897600
39884,2572.389,2604.785,2507.233,2597.232,3826516200
39885,2606.879,2625.61,2564.151,2569.629,3603512600
39888,2563.022,2604.002,2539.912,2603.058,3129485300
39889,2608.228,2708.351,2594.122,2699.594,5424979900
39890,2711.166,2778.148,2707.792,2734.547,6832836700
39891,2737.375,2797.155,2733.701,2797.155,6584960000
39892,2799.794,2802.712,2731.708,2784.106,6433374800
39895,2784.889,2846.632,2779.702,2843.879,7075225600
39896,2871.44,2877.452,2835.198,2865.333,7237215100
39897,2849.916,2873.133,2785.553,2785.664,6492544400
39898,2784.891,2853.506,2746.795,2853.411,5707036500
39899,2871.391,2894.513,2852.927,2877.88,6967899300
39902,2880.534,2904.591,2866.863,2883.214,5737614800
39903,2825.931,2914.202,2808.605,2914.128,5966752200
39904,2924.393,2978.096,2924.31,2962.839,7632927000
39905,2972.739,2996.387,2952.762,2965.735,7637607700
39906,2983.219,2990.066,2909.828,2934.253,6673960000
39910,2941.389,2968.525,2925.744,2968.519,5302473400
39911,2959.809,2969.814,2867.168,2867.168,6157879700
39912,2862.107,2915.073,2838.627,2915.024,4987113600
39913,2932.013,3012.25,2921.613,3009.376,7207994000
39916,3030.701,3055.649,3019.157,3050.372,7799488500
39917,3047.771,3102.785,3031.589,3099.429,7693697600
39918,3084.043,3143.821,3055.253,3143.821,8377547100
39919,3151.003,3182.579,3097.536,3159.26,8666548000
39920,3152.36,3171.861,3083.64,3119.419,7686481200
39923,3111.474,3205.884,3109.896,3205.884,7352907100
39924,3173.533,3225.106,3142.119,3205.076,7986817800
39925,3219.339,3235.449,3021.413,3042.638,8605184300
39926,3013.086,3080.254,2978.653,3059.709,5531876100
39927,3070.352,3082.5,3034.448,3036.761,5248337500
39930,3034.238,3042.797,2903.3,2916.114,5313056700
39931,2900.089,2959.952,2897.803,2959.952,4436508500
39932,2963.206,3043.407,2954.855,3040.04,5619987500
39933,3051.14,3096.762,3040.749,3086.217,6232040100
39937,3096.389,3190.266,3096.389,3190.254,6919201000
39938,3208.273,3234.133,3183.388,3220.615,7295732500
39939,3215.6,3264.579,3204.307,3264.579,7298700200
39940,3278.985,3285.772,3177.949,3242.626,8137389900
39941,3227.217,3274.572,3196.786,3257.588,7786254800
39944,3269.022,3275.118,3134.44,3134.573,7906633500
39945,3105.859,3212.176,3101.316,3212.139,5082709000
39946,3215.968,3247.843,3201.025,3234.151,6144825200
39947,3211.21,3256.529,3200.113,3246.557,5912391500
39948,3255.449,3285.446,3238.675,3270.738,5894569800
39951,3265.005,3297.539,3211.388,3295.651,5631385600
39952,3313.908,3338.252,3302.754,3325.531,7139058300
39953,3328.121,3343.659,3302.743,3306.474,7000282600
39954,3288.24,3309.316,3225.548,3247.475,7006288300
39955,3235.413,3283.502,3227.189,3254.534,4963797900
39958,3176.158,3277.685,3152.543,3271.501,5660734200
39959,3274.63,3319.12,3271.906,3274.849,6107910400
39960,3287.989,3300.223,3241.219,3276.748,5049246700
39965,3302.004,3335.069,3296.116,3332.337,5643238700
39966,3346.072,3366.736,3333.459,3353.922,6442180600
39967,3351.778,3380.359,3346.968,3380.188,6517747500
39968,3373.381,3384.36,3321.272,3375.873,6513105900
39969,3379.92,3393.077,3352.628,3355.778,5816471500
39972,3355.911,3380.714,3321.765,3350.238,5272072400
39973,3347.856,3366.911,3282,3366.911,5632299400
39974,3373.029,3403.281,3363.883,3403.208,6120367600
39975,3399.551,3422.131,3363.973,3382.997,6096411200
39976,3376.595,3391.374,3281.248,3309.587,5553930700
39979,3303.739,3356.714,3296.579,3356.714,4094414500
39980,3330.628,3357.441,3317.829,3349.35,4079970300
39981,3346.653,3406.913,3334.168,3403.962,4898256700
39982,3410.629,3432.09,3406.326,3431.281,5963087100
39983,3433.201,3448.842,3415.751,3434.055,6473725100
39986,3451.866,3454.895,3393.324,3405.13,5753125900
39987,3365.241,3421.237,3353.025,3392.112,4905319700
39988,3394.77,3431.444,3384.476,3431.444,4976474900
39989,3435.002,3441.582,3411.527,3427.473,5137264500
39990,3433.725,3453.614,3419.369,3448.461,5012471800
39993,3451.778,3484.231,3444.979,3476.788,5934657600
39994,3483.578,3484.944,3439.768,3452.263,5349181600
39995,3446.446,3503.754,3444.47,3503.754,6084860100
39996,3516.309,3540.641,3500.891,3540.509,7183765200
39997,3519.695,3584.858,3507.178,3584.858,7513046300
40000,3593.624,3601.912,3557.667,3592.64,7451406500
40001,3588.669,3616.166,3563.273,3589.187,7132237900
40002,3567.591,3640.337,3560.11,3633.433,6014804100
40003,3637.388,3701.79,3631.297,3701.79,7523964700
40004,3706.56,3747.122,3697.98,3719.97,7785624900
40007,3711.447,3782.109,3705.433,3754.344,7567251600
40008,3762.319,3813.876,3762.319,3813.876,7436959400
40009,3824.326,3850.962,3820.242,3848.632,8436083500
40010,3860.68,3873.333,3821.242,3829.207,8434861800
40011,3827.252,3862.288,3809.498,3852.863,7608516800
40014,3863.472,3919.448,3855.774,3919.426,9016103900
40015,3922.109,3922.571,3814.922,3824.288,8937103500
40016,3817.865,3894.694,3817.865,3894.563,7717383500
40017,3900.015,3933.113,3892.651,3933.113,7661439900
40018,3945.237,3952.317,3831.396,3907.967,8262575600
40021,3918.267,3972.668,3914.317,3972.644,7928386600
40022,3974.006,4023.013,3936.205,4022.91,8828133600
40023,4013.033,4019.195,3678.888,3764.64,9463768400
40024,3773.148,3830.351,3670.905,3803.124,6983696700
40025,3826.193,3933.37,3816.471,3928.584,7525916700
40028,3944.697,4020.625,3928.927,4020.266,8510728000
40029,4024.681,4071.129,3975.507,4069.346,9365029700
40030,4065.426,4099.527,3993.107,4069.338,8879334900
40031,4040.222,4093.701,3946.59,4015.421,7872967200
40032,4008.225,4036.204,3875.756,3893.125,6669500800
40035,3935.045,3970.177,3857.5,3933.047,5381069200
40036,3946.151,3964.422,3900.058,3953.293,4464043500
40037,3944.344,3944.344,3762.236,3770.137,5383301800
40038,3772.668,3800.529,3705.368,3778.14,4270992500
40039,3780.394,3789.754,3609.658,3609.698,5072646400
40042,3558.321,3571.817,3356.201,3358.103,4821366700
40043,3326.866,3436.479,3310.898,3424.775,3812622600
40044,3427.099,3436.952,3215.547,3247.526,4390591800
40045,3247.209,3378.807,3239.825,3374.351,4296083700
40046,3366.461,3469.067,3344.309,3468.042,5158048800
40049,3472.493,3556.712,3449.221,3541.804,5460754900
40050,3523.815,3523.815,3384.445,3485.924,5982545200
40051,3466.215,3622.666,3444.816,3595.115,5966770200
40052,3585.368,3662.473,3557.766,3629.513,6542605700
40053,3615.075,3627.366,3512.432,3531.41,4827620600
40056,3477.116,3477.116,3276.108,3277.997,4731422800
40057,3242.929,3319.717,3207.268,3245.274,3739287600
40058,3229.021,3279.098,3195.852,3265.074,3105849800
40059,3266.18,3437.159,3262.967,3427.442,4794651300
40060,3422.954,3509.282,3408.083,3489.063,5383360500
40063,3503.003,3564.65,3487.493,3527.254,5832011700
40064,3505.443,3592.806,3473.181,3592.806,5578516600
40065,3598.014,3616.254,3556.314,3613.41,5587916100
40066,3598.266,3624.756,3558.616,3581.683,4919302300
40067,3567.62,3659.439,3565.868,3641.816,5352228700
40070,3653.469,3744.834,3652.577,3736.576,6999641200
40071,3742.445,3791.841,3718.881,3775.213,7136290900
40072,3764.567,3808.895,3706.297,3781.064,7223743900
40073,3785.245,3881.849,3785.245,3868.667,7766327500
40074,3879.099,3892.17,3707.022,3739.732,8051587800
40077,3704.171,3805.037,3637.501,3804.331,6109442000
40078,3793.79,3834.725,3708.199,3708.199,5719297700
40079,3693.032,3733.694,3572.628,3595.706,4993506900
40080,3572.481,3620.386,3477.406,3568.669,4411822400
40081,3555.468,3583.602,3516.359,3536.811,3315150200
40084,3546.341,3581.976,3418.456,3434.655,3228769200
40085,3430.289,3449.173,3306.384,3372.074,3263922600
40086,3396.927,3444.768,3396.561,3400.623,2886389500
40095,3456.082,3576.636,3454.796,3576.444,3643693100
40098,3586.041,3629.578,3555.945,3597.863,3919970700
40099,3591.615,3659.081,3583.85,3659.081,3793228800
40100,3668.372,3729.942,3667.506,3692.648,5225603000
40101,3711.101,3733.276,3677.135,3704.404,4425295300
40102,3712.918,3725.321,3654.696,3716.897,4291635200
40105,3719.532,3808.181,3714.485,3808.181,5659440200
40106,3827.626,3865.832,3811.786,3865.832,6772508600
40107,3859.512,3887.889,3836.876,3839.947,6547195600
40108,3827.181,3880.294,3815.166,3855.768,5675228300
40109,3858.449,3926.192,3858.449,3908.435,6944006800
40112,3914.608,3925.422,3869.149,3911.653,5806183500
40113,3884.564,3887.437,3807.976,3807.976,5762283900
40114,3794.993,3846.415,3763.173,3846.415,5000961600
40115,3786.725,3814.915,3761.785,3777.505,4790887100
40116,3823.8,3872.23,3799.662,3827.683,5174836800
40119,3754.943,3955.783,3738.696,3955.783,6595070200
40120,3970.452,4053.212,3967.003,4053.212,8259001800
40121,4057.024,4091.993,4040.324,4083.482,7791215800
40122,4082.874,4134.847,4068.94,4125.781,7088694500
40123,4147.832,4175.5,4130.69,4145.137,8394569500
40126,4148.431,4176.433,4120.391,4176.188,6832455400
40127,4193.656,4211.148,4176.131,4182.77,6980258400
40128,4172.664,4209.253,4149.287,4199.549,6278380300
40129,4203.618,4251.611,4197.697,4213.245,6682543700
40130,4200.666,4267.008,4166.142,4267.008,6330928500
40133,4295.723,4366.852,4295.723,4364.973,8837484800
40134,4381.99,4400.394,4341.778,4387.552,7886137800
40135,4386.132,4413.624,4363.882,4406.779,7777146100
40136,4412.098,4476.138,4400.753,4476.138,8605622500
40137,4462.577,4541.274,4443.135,4508.293,8827120300
40140,4516.278,4592.007,4513.561,4591.339,8283718000
40141,4607.034,4611.888,4328.436,4347.657,11608682400
40142,4333.701,4512.677,4317.849,4512.08,8759604700
40143,4519.132,4541.945,4304.153,4328.408,10372926200
40144,4262.567,4355.231,4187.585,4215.338,7082962800
40147,4251.955,4405.693,4251.955,4405.328,6293950500
40148,4405.731,4525.649,4386.826,4525.288,7608966500
40149,4547.98,4605.878,4534.45,4591.384,8762787600
40150,4582.261,4625.636,4555.473,4621.941,7904182200
40151,4614.683,4651.148,4403.136,4506.082,9398535700
40154,4508.626,4581.578,4503.494,4581.242,6049309800
40155,4584.16,4598.095,4520.924,4571.764,6640363700
40156,4524.624,4566.237,4474.096,4498.152,5535167100
40157,4517.704,4553.819,4485.821,4536.557,4541781800
40158,4546.61,4576.217,4517.528,4534.763,4711364600
40161,4533.364,4533.797,4417.726,4513.594,4609314400
40162,4507.158,4545.354,4492.24,4523.493,4658103400
40163,4509.822,4543.097,4491.02,4506.039,4341789200
40164,4506.367,4518.944,4362.838,4364.926,4492709600
40165,4318.065,4318.987,4194.965,4203.48,4298715200
40168,4195.117,4257.017,4185.109,4256.389,3209971900
40169,4260.744,4263.337,4124.08,4136.822,3684896700
40170,4132.155,4210.665,4129.892,4210.173,3288884800
40171,4213.821,4350.525,4209.975,4345.296,4436008000
40172,4342.35,4398.458,4324.855,4376.193,4272454000
40175,4388.778,4447.757,4388.274,4447.205,4374973600
40176,4451.928,4465.461,4393.902,4463.604,4527214500
40177,4459.723,4470.308,4408.384,4446.067,4808960400
40178,4444.248,4487.451,4432.289,4485.255,4529280000
40182,4508.93,4542.71,4487.365,4510.527,5125673400
40183,4513.403,4558.21,4480.188,4557.475,5704074500
40184,4553.369,4595.102,4538.719,4550.279,5787597900
40185,4540.009,4554.932,4436.767,4459.155,5787344000
40186,4439.206,4514.719,4426.235,4514.452,4657364600
40189,4549.318,4558.461,4502.994,4542.949,5708973200
40190,4535.304,4640.353,4524.675,4639.632,6206168900
40191,4544.429,4650.059,4526.838,4591.024,6789880700
40192,4598.405,4714.873,4598.405,4714.1,6791848300
40193,4720.217,4753.189,4712.624,4747.648,5851337200
40196,4744.325,4829.361,4738.911,4829.062,6328435700
40197,4835.827,4852.325,4791.99,4830.016,6615494400
40198,4830.421,4831.701,4635.669,4651.074,7808653700
40199,4646.622,4696.161,4611.76,4667.209,5093667600
40200,4613.193,4633.394,4453.69,4537.88,6018718300
40203,4515.131,4542.786,4477.187,4481.16,4139508300
40204,4467.521,4492.645,4254.323,4294.383,4152028200
40205,4290.736,4344.132,4229.517,4267.113,3292415200
40206,4266.056,4340.409,4249.771,4336.381,3212733000
40207,4316.237,4418.402,4298.654,4374.649,3988806500
40210,4366.489,4372.572,4269.33,4331.366,4309502900
40211,4344.037,4388.351,4296.883,4301.768,3853250500
40212,4299.966,4363.668,4160.352,4363.079,4852667900
40213,4342.68,4445.754,4316.813,4408.441,5187378200
40214,4312.549,4382.344,4270.71,4311.293,4967040500
40217,4299.251,4330.204,4279.662,4310.894,3194607600
40218,4300.32,4334.343,4284.517,4311.891,2989657900
40219,4333.854,4366.495,4326.019,4366.25,2589719600
40220,4367.721,4385.197,4352.114,4356.517,2448541000
40221,4365.619,4418.539,4365.477,4416.219,2451137900
40231,4412.553,4457.223,4401.057,4419.547,3146942600
40232,4414.055,4459.726,4352.442,4459.155,3884211000
40233,4438.395,4556.723,4419.452,4556.281,4802456800
40234,4565.744,4632.97,4564.024,4629.965,5551941000
40235,4618.639,4656.927,4602.016,4634.671,4953052200
40238,4635.953,4692.833,4635.953,4686.266,5386243700
40239,4692.606,4705.16,4660.166,4690.293,5662886100
40240,4690.436,4761.577,4680.311,4758.434,6357355100
40241,4763.637,4780.016,4572.07,4586.523,6847070600
40242,4590.886,4632.04,4550.096,4604.586,5237147600
40245,4618.857,4665.061,4612.218,4654.583,4503946900
40246,4653.062,4674.509,4607.864,4660.126,4721442900
40247,4659.5,4674.064,4564.431,4598.994,4479955900
40248,4594.501,4608.643,4519.026,4562.872,3756111800
40249,4561.609,4575.996,4489.534,4492.861,3540021200
40252,4485.875,4498.103,4426.189,4454.76,2992878000
40253,4453.812,4492.04,4426.607,4491.465,2766447600
40254,4500.427,4616.109,4500.255,4616.053,4436945300
40255,4627.998,4653.681,4605.912,4630.953,4979134700
40256,4632.05,4665.909,4609.013,4663.903,4641554600
40259,4669.413,4695.082,4649.531,4690.198,4720032000
40260,4690.273,4697.727,4642.975,4658.626,4704866700
40261,4662.987,4692.318,4662.536,4683.065,4744276700
40262,4675.222,4675.222,4609.165,4620.749,4895411600
40263,4609.752,4693.762,4601.691,4686.931,4521928200
40266,4701.789,4723.745,4682.409,4723.611,5028323800
40267,4720.577,4748.908,4708.428,4744.423,4734372300
40268,4744.344,4757.316,4726.518,4756.157,4910827600
40269,4756.298,4828.103,4755.933,4827.214,6187885700
40270,4833.81,4851.938,4820.065,4843.175,5943194600
40274,4853.328,4862.168,4814.252,4852.904,5739705000
40275,4851.831,4865.753,4829.017,4863.639,5328918600
40276,4856.411,4881.907,4845.605,4864.922,5717551000
40277,4866.519,4939.408,4866.243,4939.176,5841922500
40280,4948.103,4976.832,4932.626,4976.38,7228171800
40281,4977.757,4993.367,4793.284,4919.873,7346944300
40282,4910.701,4978.269,4896.573,4977.508,5620229100
40283,4975.078,4984.356,4879.912,4914.747,5425112300
40284,4900.6,4936.876,4852.407,4898.67,4304573700
40287,4850.863,4880.535,4688.12,4688.836,5827744700
40288,4680.197,4750.489,4607.2,4749.934,5271907300
40289,4753.118,4896.661,4747.387,4893.978,6395338500
40290,4881.255,4950.494,4849.557,4902.405,6599520800
40291,4892.037,4936.731,4840.168,4864.164,5576390000
40294,4868.725,4904.97,4847.913,4866.553,4851045000
40295,4852.193,4852.193,4645.159,4739.269,5371586700
40296,4682.326,4767.801,4652.872,4714.432,4431985800
40297,4730.49,4758.76,4560.131,4561.4,4829340000
40298,4540.652,4547.479,4350.147,4438.681,4381965400
40302,4353.452,4484.46,4324.504,4434.131,3183759200
40303,4388.503,4565.239,4377.384,4564.807,4329849800
40304,4557.446,4583.184,4418.739,4419.781,4498350100
40305,4313.653,4443.534,4285.466,4350.758,4221155000
40308,4346.702,4391.034,4175.665,4269.108,4019215900
40309,4350.771,4366.687,4134.601,4144.352,4002581100
40310,4100.604,4154.475,3979.128,4042.516,3657183500
40311,4042.315,4158.347,3974.102,4157.842,3651686200
40312,4129.892,4217.607,4107.176,4184.841,3694244000
40315,4125.661,4132.379,3915.752,3915.752,3760313200
40316,3894.094,3983.876,3818.29,3972.154,3771298400
40317,3946.148,4037.847,3908.64,3977.377,3496051800
40318,3941.61,4025.803,3890.352,3901.257,3343432300
40319,3787.15,3982.412,3768.097,3982.385,4023081300
40322,4016.351,4170.729,4016.351,4163.477,5441927700
40323,4134.931,4177.786,4087.096,4133.346,4745101800
40324,4117.49,4165.29,4097.242,4144.662,3422970900
40325,4133.325,4228.444,4083.622,4218.637,4365236000
40326,4254.849,4270.167,4203.488,4235.322,4531411200
40329,4214.623,4259.164,4104.364,4104.364,4140822100
40330,4059.415,4091.441,3933.393,4025.789,3874619100
40331,4004.128,4084.048,3960.335,4083.616,3270879900
40332,4099.855,4146.656,4053.546,4053.985,3754352700
40333,4025.277,4095.486,4013.969,4089.035,3141512500
40336,4000.65,4082.379,3985.146,4072.568,3497036200
40337,4064.784,4122.39,4047.819,4109.317,3423959600
40338,4124.807,4212.175,4110.434,4211.881,4755827200
40339,4191.293,4261.161,4176.428,4223.566,4188617100
40340,4239.059,4252.102,4193.082,4197.995,3441800600
40346,4221.599,4237.101,4144.069,4145.243,2899836200
40347,4131.677,4131.677,3945.727,3972.286,3504262300
40350,3960.25,4087.447,3924.415,4087.017,3508624200
40351,4081.642,4136.592,4069.225,4119.722,3461653800
40352,4098.259,4138.777,4039.925,4094.568,3126797700
40353,4090.974,4120.84,4070.488,4095.295,2497078700
40354,4079.192,4080.023,3992.374,4028.433,2580171500
40357,4023.107,4036.429,3944.47,3961.382,2111946900
40358,3960.676,3973.927,3735.119,3736.982,3357564300
40359,3699.181,3701.331,3620.274,3664.464,2553734000
40360,3657.956,3692.903,3604.357,3606.593,2246347000
40361,3600.76,3609.002,3430.361,3585.576,3087686800
40364,3535.741,3586.578,3498.903,3563.882,2248425300
40365,3556.19,3665.379,3554.071,3665.334,2959201200
40366,3672.15,3718.931,3656.298,3718.662,2894769300
40367,3729.238,3736.51,3663.731,3698.342,2779247100
40368,3699.313,3817.669,3677.338,3807.604,4073329500
40371,3809.747,3866.782,3799.429,3849.52,4001443600
40372,3816.463,3816.463,3747.396,3788.751,3444529500
40373,3795.211,3862.386,3795.176,3824.046,3540965900
40374,3817.178,3850.196,3735.285,3735.395,3271061200
40375,3713.659,3764.835,3672.02,3757.432,2798721100
40378,3718.13,3848.631,3701.931,3842.313,3507423600
40379,3849.042,3951.542,3848.741,3951.358,5268350400
40380,3953.773,4001.427,3937.484,3959.427,5204248800
40381,3947.994,4018.056,3940.463,4017.864,4617888300
40382,4020.914,4028.513,3965.704,4015.467,4471046200
40385,4023.064,4071.47,4011.746,4071.094,4385787200
40386,4062.251,4091.312,4041.898,4068.864,4106628300
40387,4061.019,4162.66,4050.187,4162.321,5790200700
40388,4170.762,4196.026,4139.942,4194.04,6274903600
40389,4181.218,4203.643,4137.235,4191.13,4729828900
40392,4192.66,4268.395,4192.523,4267.895,5427313500
40393,4277.27,4289.459,4193.298,4193.641,5940590400
40394,4178.191,4248.234,4137.646,4248.014,5468676200
40395,4247.05,4306.648,4231.469,4267.955,5841457800
40396,4260.63,4356.213,4228.669,4356.012,6369627500
40399,4357.182,4414.526,4352.923,4413.568,5999110400
40400,4412.268,4417.203,4246.46,4246.46,6248551200
40401,4230.353,4309.788,4230.353,4297.904,4263884600
40402,4248.984,4317.946,4228.531,4241.592,4532665300
40403,4240.495,4323.248,4212.205,4323.052,4184958500
40406,4322.02,4429.902,4315.022,4423.315,5625259300
40407,4436.376,4470.457,4414.214,4457.759,5691170200
40408,4462.578,4475.923,4409.594,4457.127,5689720800
40409,4456.274,4491.738,4423.987,4461.488,5931286200
40410,4442.693,4444.851,4350.155,4366.604,5829874700
40413,4363.169,4416.826,4362.72,4404.718,4853665600
40414,4401.523,4476.262,4370.569,4456.497,5469966300
40415,4428.36,4457.837,4364.061,4368.304,5428539800
40416,4376.923,4415.836,4355.032,4399.284,4240153800
40417,4393.99,4437.794,4375.391,4431.444,3694988900
40420,4453.05,4553.398,4453.05,4553.023,5541290600
40421,4541.767,4605.176,4529.735,4589.289,5906349100
40422,4595.208,4613.088,4473.568,4530.229,6464895300
40423,4562.431,4631,4545.787,4625.395,6512640000
40424,4632.26,4671.343,4596.122,4662.96,6759264100
40427,4682.262,4692.106,4616.069,4651.963,6424395900
40428,4650.949,4680.332,4613.393,4679.942,5416786500
40429,4660.898,4723.833,4644.349,4720.375,5522650400
40430,4730.861,4746.029,4649.038,4658.009,7024723000
40431,4655.704,4712.56,4593.45,4705.31,6231407600
40434,4713.062,4791.48,4707.358,4789.693,6235460200
40435,4796.464,4821.55,4770.364,4805.416,6104981400
40436,4802.611,4802.611,4712.529,4730.143,6025628700
40437,4721.555,4739.427,4558.399,4610.916,5601623100
40438,4616.572,4646.197,4575.79,4603.489,4208531700
40441,4608.853,4622.512,4531.484,4553.12,3880639200
40442,4561.669,4576.037,4516.613,4546.724,2851413200
40448,4570.608,4673.762,4570.608,4673.602,3648028400
40449,4672.15,4695.04,4643.173,4654.345,4167801400
40450,4648.162,4659.562,4577.403,4590.317,3995348400
40451,4564.812,4660.605,4553.959,4660.605,3528901900
40459,4696.379,4787.448,4691.637,4767.967,5155148900
40462,4784.653,4825.355,4746.544,4789.155,7659541200
40463,4772.91,4808.126,4748.743,4806.029,6783344000
40464,4808.389,4838.859,4765.944,4836.737,7737040400
